image_id,text
MatAn-Jan22-06,"нужно Сл-но, смотреть Следствия 1.1 2. Если Д-во: Возьмем С Возьмем последоват Ф - (склдств.) (Барроу) первообразная, Возьмем Барроу Теорема Ф-и С Ровшо так же Ф -первообразная среднем пусть хсу но теор. о (Барроц) Док-во: Надо"
MatAn-Jan22-07,"Св интеграла) е подстановка Г-первообразная первообр Барроу) Бразная (формула Теорема Теорема Ньютона-д Обозначение ЕССГа,в? Док-во: Пу образиая Стен Сх-Урд (Линейность Ньютона-Лейбница Х, ВЕК (теор для некоторой Док-во: перва -) (в"
MatAn-Jan22-08,"от первообр. Эля Р,9е (С,А) Определенном е(р) И-Н -А Тогда -первообр по частям Тогда Соглашение (Замеиа А(х) Ах Теорема Теорема (формула Если Аэв, то Док-во: Пусть интегрирования Г-первообр. Св ЕСКа,в), ЧЕСКС, а интеграле) ГМУ-ИИ перемешиой первообр. Элят ил"
MatAn-Jan22-09,"Пояснение Ши-3 интегрирования по частям Приложение 5""2 Ах формулы Мгч Ах 8 4. Ах -"
MatAn-Jan22-10,С2М-11)! Игн-1 Игр К-Ю Ах (2п)Т Игр Игп-72 Валлиса (2п)! Формула (2п-1)1 Док-во 2 Сет
MatAn-Jan29-01,(2011) (гп-1)1 (2011). Валлис Следствие 0 5 Ойт Валлиса Формула
MatAn-Jan29-02,с остатком С (п-н) 5 (ЧАН Тогда (п-2) Переход интегральной форме Индукция Док-во: Индукция Ньютон-Лейбняц Тейлора Формула (ЕАН (х-хо) -4
MatAn-Jan29-03,"СО5Х 01х ОАН; Е СНГ, Ах Пример х) собх Ах 2 . Свойства 1. 04 Если Сэо ,то Сохох"
MatAn-Jan29-04,"Ламберта Противоречие Существует КОЭФФициентами, Целым Шслам целыми иррациональных целый многочин Р; Ну-2 Пусть Числа Георгма является р-де"
MatAn-Jan29-05,"на К неирерывных (ААХ-СОДУ) с (Х-У) на Е., если бюне подходит непрерывность равномерно на Р неирерывной равномерно гто никакая является Рассм. Х и х-б Е-1 и покажем, равномерно Возьмем мм -ва Е. Примеры Равномерная Я Нуе всех точках Оир неиревиости равном Замечание СЕЕЕ непрерывиа Опр"
MatAn-Jan29-06,",т.г. Х1-У1 в () больших к Айт Ук -Йшх что Никакое По построению Нх-с1 на Га,в1 ДЕ последоват вот Е С неигрерывиа 1Хик -Л из Хи Сходящуюся Хи,УпЕГа, в при бчо не подходит найдутся Функция Е Возьми непрерывиа на Га, в больших к 1Уик-А предположим Выберем подпоследоват Противоречие Хг)УзЕГа,в7 Х1, У1еГа,в вот Уч при найдутся найдутся равномерно Теорема Кантора сета, в м (Абх.)-НУ)(ЭЕ подходит -)"
MatAn-Jan29-07,"правилом непрер бо не подходит, то не поняли Замечание равномерно Важно, что подходит Поймен, нет (если какое-то неирерывиа Никакое полуинтервал на луг отрезок Е-1 Возьмем Со, 17 ЮЖе шельзя также не подходят) (если Замешить имеиио -) Отрезок нельзя"
MatAn-Jan29-08,"5, Модуль при 8 20 К КОист. М, то НХ)-Е(У)КЕ Дэк-во: -)"" бирб бирб Определена равном непрерыве НхуеЕ Функции Свойства Опр возрастает З. Шс Если Е нестрого непрерывности Нейрер равномерно неирерьевио Д-во: Липшицева в 0)"
MatAn-Jan29-09,"Оснащение Вробления Ч дробления оснащение отрезка (разбиение , Дробление Ранг Интегральная Опр - Набор пунктир) (сумма сунна Т -дробление Р. дроб - набор точек большого дробления Ринана) отрезка Да,в 7 отрезка из дробления -Элина"
MatAn-Jan29-10,"(1) С1ч1) 2. ЕСГа,в 1. Тогда Н. раига гб. людей последоват Тогда об Сроблений его осиащения людей последовать 1 .ЕСта,61 ч-дробление интегральных Теорема об Следствия, суммах дробления Ах"
MatAn-Jan29-11,"Интеграл Римашу дробляния его осиащения Римаиа круема по иштеграя, если "", если Е.: Га,в1-эГР Опр Интегри ранга"
MatAn-May14-01,"2. Формупа 2, ехр сходятся Опр. (с2) -нехр(-й 2) функций УжЕ ГР Ух ЕР (АЧ)-ехр-(-йч) ехр(и 2)- Укр. 1. Доказать, 2 ехр Ибн Н 2, иде С ехр Ряды 2 ряд Разложение оказать, Элементарных Занегание 1 Эйлера Тейлора"
MatAn-May14-02,"сходится при эС-1 Следствие. Ачску Д -во : Ряд язык,"
MatAn-May14-03,"Опр. З. хчт факториальная Даламбера Замечание степень ир сходится при .. 1 З. р-н сумма Теорема Д-во: 1. 1х1 1 проверим Проверин, что 2 Если Нисходящая"
MatAn-May14-04,р-- 2 Частный случай ЭС2П1 Частный случай
MatAn-May14-05,Е 1 . многих ЗаДикс Опр. Называется Т жения отображения (11-611) Обозначается Матрицей переменных дифф. однозначно Опр. Оператора Если отображ. Т. Линейное Замечание Матрица (или) Существо цируемые Функции Дифференциал Определено отображение Дифферен Глава Д-во: Зафикс отобра
MatAn-May14-06,Постоянное нейрер. Если 5 Важный гастный 2. Я Лин: отображ т.е. Якоби для вектор У Этому слугай отображ называется дчад Пример С ЭиФА набла Матрича отображение отображ ЭИФФ вектор Ф-и 5 СР Линейное Замечание Существ градиентом
MatAn-May14-07,ЭИФФ. Як норме Функций при п-эо всех ее коорд Надо Запишен матриц Это следует из прависть Следствие градиенты Теорема Эифф коорд Ф-й ЭИФФ До Ек Якоб из равнос покоорд для Соберен ш в покоорд Строки понять зыв координатные Тк - мн. отображ дикатными назыв коор при Л-Эло равнос Запишм р равиосильиа нокоординатного дифф для векторов равенство
MatAn-May14-08,достигается направлению Экстремальное ЭНФФ. в () Следствия 1. 3 Еер свойство векторы Замечание Равенство (- сонашавлены град Коши-Буияк Опр. Теорема Производная по Лиента Тогда Тогда НЕР равенство
MatAn-May14-09,Пример Т. Т. (а) производная частная т.е. Х -параметр
MatAn-May14-10,", т.е. Следствие Тогда дифф. в Д-во: с РК (4): ЭИФФ д(а ) (линейность Теорема ) при дифф: в ()а"
MatAn-May14-11,Теорема Возьмем (диФФ. композиции) 11 НП д(в Е(Д) СЕ Авг КМ дифф. -н Лпов ЛИН. отображ
MatAn-May14-12,Тогда Д-во: Аа просумми руем Теорема Георема Тогда 11 к 1112 ЭиФФ в ()
MatAn-May14-13,произв. Ф-4 8 Теорема все частные А. Тогда 8 2 . Существ. в в Непрерывная С ДиФФерен непрерывных Е. цируемость все
MatAn-May21-01,"Тогда надо кри УПЦ Явк"" т. Лагр. ЭХК Теорема Акт-ЕК при н-эо ранк"
MatAn-May21-02,частных А.: неирер произв л в точке нейрер: при от (0) проходит. И отличной произв Эшфа в 1. Я не нее нет частных иначе если б ДиДО. Замечания дифф существов рацион
MatAn-May21-03,"Теоренси произв Непфер сохраняется непрер Эбкрах; лин комбинации, композиции: непрерывной ская (ек)1 Е произв ""Эифф"" при всех коорд. Ф-й , Теорема"
MatAn-May21-04,бу - Х вмости Всего частных Омэс рассм произв ХУ-2 Если производные 8 3. Частные Обозначения существ порядков Замечание Всего Можно проч произв. порядка произв Пример высших
MatAn-May21-05,"Но Пример (0,0) (х,9)7(0,0)"
MatAn-May21-06,"-- вйти 2. СастМ. произв. при существ: - Е Ч (ХНОп,Е) Теорема (а,Чо) существ"
MatAn-May21-07,"Оидеделены перестановка включительно выполнением Любая Адифф получена если все ее С"" (Д) д-ть теор. для Транспозиций. Д-60: Любая перестановка Существ. достат порядка все ее частные СШ,62, ., и) последовать ТЭР водные Упр. ЭиФФ Теорема Обозначение Поэтому Гху (- гладкая) непрер раз произ"
MatAn-May21-08,"кол-во"" Способов Высота 1-го покрасить КЕРТ мультииндекса д!к"" с кг Шариков Увятов ТКГБ ОРО Коэффициент (мультиномиальный) Шариков цвета К1, (К) Мультииндексы: Шариков Полинониальный"
MatAn-May21-09,де СКД) - Мультииндекс ( рэд) Лемма
MatAn-May21-10,"Тогда Тейлора (а ) по Лемме Стекени Г Опр. существ. Многомерная Тейлора 6-6(0,1), Т-2, в Форме Лаграижа Многочен Формула Тогда , Лаграиха"
MatAn-May21-11,"Осталось в Форме Г"") 5 (АТЕТА-а)) Теймора Многомерная Пеано Формула с остатком"
MatAn-Nov01-01,"Слугай в-0 Теорема при больших Хи- С Его. Шожио считать, Штольца. У и ейт Зафикс ДЭК-во: Ойт возраст строго"
MatAn-Nov01-02,Ейт условию Слугай век по Хи-Хи-1 -С ОСп:-Хи-СУп Рассм я е
MatAn-Nov01-03,"в -4х Хи возр. для всех Си 4-1 (Хи-1-2) Слугай Р-но Слугай больших Упр Ук-Уп-1 Считаем, возрастают при Строго строго"
MatAn-Nov01-04,"Гдем к пределу Теорема Ест строго у при т убывают , к1 Возьмеш Слугай Перей"
MatAn-Nov01-05,"бывающая и ) провер Нужио Ун-Уи-1 л Тогда больших Слугай Хп-Хи-1 (Уп-Уп-1) при всех Хп С штагм, что"
MatAn-Nov01-06,"Теорем бир Т. Существ. предел в ГК Существ Управление Хит2, -- 4 (-60) -- Хит2 убывающая Хит 1 Хп-1, Сет (4 Отт последов Соглашение переходили к вст."
MatAn-Nov01-07,"Пз Они равны Арт частичного Теорема. Слугай предел предела предел предел А:-Ит Хи верхи Равиы Любого верхи граница впайдется 2 Хп, н, Хр А- вт верхи граница Фипп - г) существ Найдется слугае частичный частичный не найдется Дет Д Они не йт ) Частичный"
MatAn-Nov01-08,"Ейт Хи лишьй Слугай 7-п Найдется ДР послед. предел предел Хик-Э в Дпк ушх нет У. -Э. Т. Об. или послед. Нь 2Мил. в-частишой предел Скугай подиосредования Д) ""Частишьи подносят КПц 4-- предел и частишьи ( Тогда у 2п Если (к и огр. сверх у бир имдексов в-част."
MatAn-Nov01-09,. . ( Гет -Кет У Если 2-м милиц пределов все АИМ. ГАСТ ( йш Обу иредея имеют бир подпося предел единств предел ей пл Существ. А. из гастичных
MatAn-Nov01-10,не верхн Теорема ... 7 гр. Дв-Е
MatAn-Nov01-11,1869 -АКЕ Равносильность при Крестности А
MatAn-Nov01-12,Коши проверить Гейне лиш Коши Е 2 0 Возьмем правилосильцы Хотим
MatAn-Nov01-13,Коши Коши Гейня не подходит ХПСЕ Не которого Он последовать противного. Противоречие полушлась Не На в ник Ейтху-а Опр по никакое б 2010 Сек Не подходит подходит Пусть не подходиу
MatAn-Nov01-14,"сверх у убывает предел Кошчичий вори Опр. возрастает Строго Следствие ""ОСп"" и ограничена возрастает р-н, имеет пт 1 1971 строго"
MatAn-Nov01-15,Теорема Берем непрерв в.) в. последоват д Конейрер композиции Гейне роверяем Еспреред. () Д. Нейрер Теорема Сет 5:Д-Э РК непрер Оир по Непре в т опр. Гейр д
MatAn-Nov01-16,"пограни 2.1 при всех к при ПЭЛ Тогда ""ОСу"" бесконечных В гастности, в Если пределов"
MatAn-Nov06-01,"ЗДОВА ЗАОСА 3 с бактор Сжтаен, гто РОВА - Эсенфова Гактор ОВА -х (0) ОСХП равенство Следствие док-ли, Д-во: Теорема равейство только при Х-0 переходим к -х Д -во: При"
MatAn-Nov06-02,"Ф-й в (!) У непрерывны непреры Зианеиан Ког Если 7 0) вйт Знамеисет 2. Г-Е подходит в виы на РК 40,70 Отношение Если Знамеиат. 70, области на своей области на своей (СОДХ-Соду1-2 1х-у Мус Е в оир Юс-укб непрер неидер Непрер. на Р Следствие Теорема Теорема определ"
MatAn-Nov06-03,"Мы наиб. и наименьшего возрастает подойдет Докажем про В найдется ниг. последовать Знаем, Тогда найдется Д-во: достиг. в какой-то Пусть верхняя подиосл Хн частности граница Ахета, в 1 и Ятэн-5 огра во всех ( )) которая Непрерывиа во всех () непрерывиа непрер. в достигает Значений своего для ни-ва ограничена Сб(х): хеГа,633 Теорема построили оград Вейерштрасса Выберем наибольшее последовать Значение Тогда Е (если беД, то Поскольку Рассм Построили огран"
MatAn-Nov06-04,"что б на 2. 5 (9-0) что А во всех С) Ух прихе(0,17 г.: ГО,17-яР Ух Наиб. Знач не Наиб. Я(х)- Ух С Существгии о, Существенно, неидерывиа Замечания отрезке 5:6,13-ЭК достигается"
MatAn-Nov06-05,"Ац-а, 61-а на Г9,в? ве .) п разных Накося(в) -х Аз(948)-0, то с найдено Са,в7 Д 2а,в,Д 2. Е разных зиаков, то Если Газ,6г1-й Значения, ЕСа)СОСН(в, , то найдется Теорема Полугилась Больцано-Коши отрезков принимает стягивающихся Та, в 7 Д то с найдеио последован Непрер. во всех ()"
MatAn-Nov06-06,"Тогда С лежит во всех (-) между некрер точках а в найдется 2. Пусть Э л Замечание Знаков Значения Яс) ЕО принимает По построению разных Важна неирерьевность По теор о Важна стягив отрезках вв.) с Ай-Ат ви-с СЕГа,в ,, тг. 1-1 при хей-1,0) На) ч Нв) Пусть в"
MatAn-Nov06-07,"Нхега,в? образ Значения, непрерывиа Больцано-Коши отрезка По теор. промежутков р, -отрок - Отрезок по теор отрезка -отрезок Теорема найдутся Обозначение между принимает все Непрерывный Вейерштрасса во всех Значения, между р, дега,в!, т-г."
MatAn-Nov06-08,"образ (возможно, Непрерывный Найдется граница -), Нхека,в) Теофема Найдется непрер некоторой Возьмем (-) отрезка не нижняя не верхняя принимается 4-промежуток реба,в) ТР,91 промяжутка - б-к Тогда по (другого в -4(х) в Значение промежуток граница Тогда всех ( вида) т, М. С-) (другого вида Возьмем СЕО во хегав) С ЕСР)С 4Е9)"
MatAn-Nov06-09,Придумайте Придумайте остальные Примеры Упр. примеры Кроме Замягание Запрещ - предыдущей теоремой Любой из случаев
MatAn-Nov06-10,"Функция, если д(Нх))-х 8:29,в)-ЭК Опр. У-5 (х) Нхека,в) обратная инъективна"
MatAn-Nov06-11,"на на ст, МЭ 2. противор, возрастает эчаг при невозм во всех (-) обратная Ях) противного!ПУСК возрастает Непрерывиа непрерывиа на 2 Строго Противоречие Знаем, что Я биекция -) С-1 8:19;в)-Д моиотоипа но Ка,в) и Кт,М), биекция между между строго Возьмем и строго моиотокиа непрерывиа З. Г.- строго Пусть Тогда обратима Теорема Строг. моиот.-) Иинъекция а тогда есть в ней непрерывиа Если"
MatAn-Nov06-12,"обратная тогда Существо возраст Обратные Непрерывиа Непрерывен Ачсъу: САУ и строго трого и строго Существ МачссЕд непрерывей Существо обратная Ф-Я АЧС51) АЧССО5 возрастает Непрерывиа тригойоме обратная Строго Непрерывиа Существо атрические и строго убывает непр Ф-Я Непрерывен обратная убывает Непрерывен убывает Тогда существ строго и и строго б 3. перыва Ф-И строго тогда тогда С05 :Го, П возрастает Элемитарные возрастает убывает Функции"
MatAn-Nov06-13,"-то) т.е. хче-1 строго вйт х-от а ехрв вне всех -ехр Схр(атв) в -) ху-ехрафефь ехр при хэ-1 Х, УЭО вет вих-но Существ строго при Тогда -1-х с.е-1 4 У -ехр. Непрерывен и при пехр: АК Логариом Свойства 1. обратная непрерывиа и Сехр п -ехр. Возрастает возраст"
MatAn-Nov06-14,определ амалогично Дух-О (П-виа) -ехр. Х-ЭО вят ехр При хэо Замечания Теорема Кх-эо Дл СехрСвиа При в-пех в -пер) Это 2 при ехр 1. При при хсо АЭО и век Замечания 1. При : -ехр(в виа)
MatAn-Nov06-15,"рацион гисел, Ят ехр 2. По Гейне Берем ехр ехр стремящаяся к в впоследоват Ейт Следствие 1. вйти Упр. 1. вет -- вйт а -ехр(виа) -А Д-во:1"
MatAn-Nov06-16,"При убывает Показательная Теорема Функция близких к О АЭ1 1-х виа Свойства 1. (вид При и непрерывис непрерывис строго возрастает вет строго 2, При оса-1 Ема Сиа-7-лейа"
MatAn-Nov13-01,"убывает Сехр(-Рви Ойт Теорема строго (1) пехр(рви строго хот ХР р40 При (0, т х) 2:- ехр(р вих) функция ехр Степенная р 20 (рви при Н рЯМ(1-х) возрастает непрерывна При 1-рви(1-х) Д-во - р ви(1-х) (1-х) Р 1-рви(1-х)"
MatAn-Nov13-02,"случае а-пред. 8 -0(д) существ. означает, что при х-эа но если до Сл д Е выбратьянобы, при х-эа Сравнение функций Что пред. Опр на мм-ве Замечание Сл д Если что в-1 при х-эа Замечание НХЕЕ при х-эа кв (х) можно огранич ОЗначает, что при ХЕИАЛЕ б 4."
MatAn-Nov13-03,Транзитивность эквивалентности Свойства 2 . С) С-4 Сид не обращ в О Окр-ти (?) а д л Е д1 до д-ФК отношение где проколотой и ейт д-дг Д-во: семнетрично
MatAn-Nov13-04,"Д-во: Д-во: при х-эа вот при х-эа (7) п вида о(Ед) ограничена в округе , где вош Е л д д"", где вош Окр-ти (-) а"
MatAn-Nov13-05,"(все двух 4. Ачс-д Эквивалентностей вйт огранич. , но 1 если хи-эо огранич. О-Я П Уп-агстухи Сунна Примеры д-н п -0(б) внесто вет 2. Оп(1-х)Их ) при х-эо) огранич н надо понять, что огранич Д-й"
MatAn-Nov13-06,х-эо) 7. Со5 вйт вет умножин на хг (все при х-эо Примеры х-эо 4. Ачсву
MatAn-Nov13-07,"Оир Если инференцируемость произв существ Оир. Е Ф-и б в ()Хэ ируема Т Замечание Существует Дифференциальное р-но 4 0(х-хо) дифференцируемая при Х-эХо Р исчисление вбт и хо ЕХа,в) Каменский КСВ Е (хо) Глава Т 8,1. Д. производная при Обозначается"
MatAn-Nov13-08,"ЭйФФ в () -ЭРК, (х-хо) угае Теорема 2) дифф И в этом случае вет И в этом Скритерий дифференцируемости) Существо След. усяч производная равносильных конечная непрерывна , хоска,в) Существ 4:(а,в)-эК, б.: ка,в)-ж в С)"
MatAn-Nov13-09,имеет црава И Примеры Замечание З. Справа х1 1 1 1 производные произв произв. спева Односторонние Оир. Р
MatAn-Nov13-10,"касательной касательная Опр. вб т уравнение секущей Уравнение Хо Еса, в) 5(и)-Нх6) А Хо - такое положение Устремим Дифференциал И-Хо Е отображ. : РК-эР Касательной диффенциал Ф-й линейпое Ф-и в (-) Ка,в 5-Р Функции предельное отображ Ах 5 Линейпое - что"
MatAn-Nov13-11,"действиях в (0) хо Обратное неверно -то(Х-хь) дифф в Д- 60: Г в нуле, но Ях) -х1 . в (-) - неидерывиа (об Замечание Э Например, Утверждение Теорема Ях) частности с парифметических ЭйФФФ. Ф-ми) б, д:ка,в) нейдер ЭИФФ. Эифф в ("") ЭС Эифф в"
MatAn-Nov13-12,"4 (х) (х-хь) .; .Х(х) Счастифф. в (. неирерьевио Эйфф в () очевидно, (х) в ()Хо Х(х) неиручрывид ЭиФФ в (непрер. в ()ХЭ что очевидно непрер непрер Надо д-ть, что к Знамечатель 7,0 непрер. в С-)Хэ"
MatAn-Nov13-13,"Тогда композиции Теорема о Возьмил непрер. в непрер (0) д(х6) непрер. в ()Хо Док-во: Надо проверить, что Х неирерьевио Эд д дифф. в ()х; Ф нещер в () Надо дифф. бюд ЭИФФ в () где Ч ЭиФФ. в подставим в С-) в С-) Хо Хосс, Е.Ка,ву-ЭК, в () Я(ъ) ЭИФФ д.г.,А)-э29,в) непрер."
MatAn-Nov13-14,"непрер. Тогда Д-во: А. Строго моиотоича и Левая часть 70 Строго Функции дифф в в (-)Хо Элфференц обратной непрер. неидерывиа Теорема непред. поделин моиотоика , Е проверить, ( Следствие ЭИФФ: бака, в)-Д ЭИФФ. Осталось почему б-1 Хоса,в) в С)"
MatAn-Nov20-01,"Обт 6. (соях)-5пх 1. х -рх!1 9. Ема, в 7. (дх. 40. (ачссох) Таблица 12. (ачссед. 41- (ачсед. производных Кит Сбпп"
MatAn-Nov20-02,Док-во: 9. 11. (ачад (ачс-д у) 12. (ачссед. гд
MatAn-Nov20-03,"среднем теоремы переход функции Теоремы - ) касательные С-ЭИФФ. в () Хо Х Ферма Теорема Г.:Ха,в)-ЭК Геометри переход внуве вет Эробь Замечание . Геометриг. смысл пред. до Е2. вдпл горизонтальных В Если"
MatAn-Nov20-04,"(по т Ферма) концы Р, дега,в7, т.г. Замечание Рояля то произв. в Севиали, непрерывиа во всех( ). Теорема найдутся (Кове) Горизоитальис Теометрический смысл точке касательная произв Отрезка Тогда найдется Если Значения С: Га,67-ЭК во всех( ) Зажно, что дифф 9 не конец -постоянная -), , то точке Замечание ЭИФО, на коицах Вейерштрасса отрезка Юхе(а,в) ж ( ) . в Если СС(а,в)"
MatAn-Nov20-05,"Лаграмжа Теорема (Кадгапде) Лагранжа Формула Замечание приращений Неирер на замечание Геометрический подберем теоремы параллельная которой Найдется дифф КОЭФО. хорды При таком Непрерывиа во всех(-): существует д(а)-д(в) а всех Д-во: д. найдется точка, в (Т конечных графика Л хорде, удовл уся И. И. называют Соединяющей коицы удовл. уся теор:Ролля, Га,67-ЭР КоэФо к- угловой , т.2 смысл се(а,в) Ега)-ка -д которой касательидя при Теор. часто"
MatAn-Nov20-06,"дифф на (а,в) (д(а),Е(а) я. усл. Теорема Коши 5-8(в)-кд(в) в которой противном где-то па(а,6) Лаграмжа Замечание 1 К-угловой д(в),5(в)) теор Ролля Замечание дифф. (а,в) Саиспу, Геометрический смысл случае по теоре монеит смысл - Это теория ( При таком Тогда найдется се(а,в), (д(г),5(Т) Теор времени удовл. Хотим найти такое теор. Коши Непрер-на та,67, Ролля"
MatAn-Nov20-07,"и Эслфо. на (а,в) непрерывиа убывает Теоремы Нх, у еСа, в) Следствия Лагранжа Найдется Нещер Д-во:2 Строго Маграижа Р возрастает липыицева Ф-Я Юхе непрер липницей Ахе(аль), Пусть Применим т. то Е Если Е (х)20 М то Е Строго отрезку Гх, УП ОИФФ на (а,в ху. По теории константой для отрезка ДХУЗ К Лаграиха ЗО Юхе(а,в), то (х-у) Эдифф па (а, в)"
MatAn-Nov20-08,"4. п-04 (9,в)-э(Р постоянна (а,в) Строго произв переходу Тогда нестрого положить Ахе Я убывает на -а,в) Эшфо . па(а, в) -ЯР не следует (а, в) возраст Е Ка,в?, вйт некотор Из строгого строго Эифо. возрастает непрер на (а,в) Аналогишо 2. в нерве пред возраст на (9,в) убывает неирер иа нестрого возрастания Пример Замечание."
MatAn-Nov20-09,"Кротивор Га,в 1-эК Хет найдется се д(в) (Дагвоих) Вейерш Ключевой 1Пусть перехве пред перех, найдутся Теорема Дарбу Ферма между произв ЭИФФ во всех (?) точку, где Для определенности р, дета,в 3 По теор. х-ан Ф.-6. Тогда Пусть 5(9)-0 тогда де будем Док-во: разных Зианов и С Надо найти Вейерштрасса считать, что й схугай, Проверим, что Ф Иротивор разных Когда найдется Г.: что Ф лежит по предперех. ве Д"
MatAn-Nov20-10,"Строго молотонна невозможно по Знакопостоянная Проверим, Нхева, в Пусть Следствие между р и 9 есть р и 9, точки точка, в которой Д-во: нашлись что я"" усл Тогда по Тогда 8(9)До по теор Дарбу ЭиФФ. На"
MatAn-Nov20-11,"Ятт д(хи) Достаточно Локитая Этот предел с Ех) О Тогда если ) Яхи) молот то вет Лет 8(хи) - О Этот иредел с помощью Хет молот послед: Е подрйав) Св Жхе(а,6) строго возраст Осталось понять, что Правило теор. Штольца моиотопичность рассм строго Посчитаем (ж) по Гейне последоват нужиа строгая 0: Проверяем нужиа в т строгая Строго"
MatAn-Nov20-12,"в гискителе и отриц стешни Д-во"" вет полушм, что веш-е вч т Лопиталя Аналогишо, другую Лопиталь Примеры вет но ссылаемся па додифф. до Тогда если ЭИФФ Правило другую теор. Штольца"
MatAn-Nov27-01,Лопиталя правилу неирер ехр Пример Яйш хвпх -0 х)-ачс-Ад(агсяпп х) Ойм надо посчитать Ад х)-чу(51пх) по х-ехр (хвих) ве т
MatAn-Nov27-02,"Опр дифф в Если дважды ЭиФФ Г Непрерывиа на -а,в) во всех Хо Хоеса,в) раз дифф в Неирерывшое во всех (-) Опр. 5 ЭиФФ. на гав), если и раз С Эифф в в () Х. окр-ти Производные высших Обозначение Замечание ЯСп-г) Опр С ) хо ЭЦФО. Я все произв ССп) на 40,в) дифф Обозначение порядков производная существ дважды нейрер- Непрерывиа Эифф б З. д(п) Эйфф во всех (1) неирерывных непрер ЭИФО, неирерьевиа"
MatAn-Nov27-03,"но не Функции , лежащие Спэс) лежащие раз не в Сч ЕС (9,в) диф С""-СВ) Обозначение С непрерывные в Сп-1 2 . но не лежащие некрерывиа (12) лежащие в нуле ГЕС гто б:29,в)-Ж Функции Замечание (Ка,в) означает ЭС (9,6) х-2-1 неидерывио Бывают Ф - Эп ЕС"" (В) Ка,в) любое число Ска,в) Э СЧ Е (п.1)"
MatAn-Nov27-04,"д 1 . д (п.-ч) Арифмет индукция :а, в)-эк Переход Теорема Эифф. в (4) Арифметических дифф. в И-ЭИ-1. производными действиях д"" З. Индукция д(п-1) Сп) Индукция по и Переход"
MatAn-Nov27-05,"Теорема об д 5 до Сериаме Хое (9,в) Дон-во: 2 переход Индукция (дифф. в () Арифметических действиях действиях бск) дсп-т) п-ни в Сроизводными"
MatAn-Nov27-06,"5. (Соях х дает 0 Ленма , (4х подстановка Д-во: нулевой Яст) Ст-к) Примеры О если МНК Слугай"
MatAn-Nov27-07,"степени 4 П. т: т! Формула СКА"" точку Хо раскреем Скобки степени НП для многочлена и подставили Тейпора поймен, что Коэфф Т-многочлен стр Ск(х-хо) Д-во: (хо) Т-многочлен Тогда Положим к ПродиФФ равенство Ленне Многочкен Ленма просто Опр. Е п раз Тогда некоторые КОЭФА Тейлора т раз и 2. Пусть дифф. в.) Х. степени п в.)"
MatAn-Nov27-08,"и раз (хо)(х-х))- правилом д"") равенство вот Лемма - вет д"" (х) Формула Лопитая при х-эхо дифф. 1п,х. Нх) дач Тейлора - вет д(п.1) Сет Воспользуемся"
MatAn-Nov27-09,"что д у Е. П., Гто его б п раз Мн-н Тейлора Ф-и Г такой произв д.ст.) Мн-н 8(х) 1 степени Н - Д-во: д. степени - Тп,х. 2 Тейлора степяни Эйфф в Ф-ла Тейлора для Тейлора с остатком Формула Тейлора Замягание 1. Пеано СевиадСмот соотв Тейлора Эск (26) Проверим произв Мн-н Тейлора удовлетв в Форме уся Леммы"
MatAn-Nov27-10,"с тем, что США10: при Х-эхъ 5"" (%) Сет с остатком дифф в (-) Хо. Если степени СП Д-во СССР раз Эйфф в () наим. Ишдексом Пусть Тейлора Следствие противоречие Е и раз Ст -нешлевой р -такой мн-н степени Пеано Форме Формула вл т мн-н"
MatAn-Nov27-11,"между и т.д. д. же между д Оля некоторого с между Г (к) П-41 раз ЭИФФ даже выбору Д-во: Формула Тейлора возьмем ЭИФФ надо некоторого с между хх ЕСа, в Тогда суд между Хо их1, Лаграиха между остатком . С, Хо, и х, д (н. существ д(в) Эс Упт1 по Зафикс х и С, лежащая Форме возьмем такее к"
MatAn-Nov27-12,"Тогда П-1 раз ЭиФФ 2. Если Н. 2. Рп,хоб Г (х) остатком в (П-11)( Ахъ Еса,в) Лаграиха Формула Я:Ка,в)-эРК Следствия между 4 Еса,в) Если . С, Если 18 К. С, лежащая года существ Сп-1 (с) Форме Е. Ега, в), то 1 . Тейлора"
MatAn-Nov27-13,5- (0) -яп Пк эск(о) 1- ехр. но (яхр) -ехр. Элементарных Функций Х2к-1 2011) (2К-1)!! коэфа -это ЭК(б) Тейлора Формулы (везде-о) для
MatAn-Nov27-14,"воспользу отрезке ряда ехр отре сумма Тп(х)Част сунны опр МН-н Тейлора ряда Будем сумма ряда ("" Ехрх ряда Ряды (2 К-1)Т Тогда по -5Ри Х 2к-1 Е ехр в ГИ, СОЗ и Д Егор Х Хк ряда -Яи х Мн-н для рассм. (ехред ехр зок Га,67 Схр Частичная Тип - Хек Тейлора Та, в 7 Нхета,67 сумма"
MatAn-Oct02-01,"Строго возьмен условию Ху-С можно Положим Штольца Теорема возрастает и Зафиксируем Тогда Пусть СЕР, то"
MatAn-Oct02-02,"Теорема Выкинем начал Нагешая с некоторого места Уп Слугай сгитать, что Это Это выполнено всегда Тогда йт строго Штольца Рассм последовать Строго Соозрастают возрастает и Пусть СЛ-но, Тогда если Знаки у некоторого будем веР если Гетто и Ейт Уп-Нь"
MatAn-Oct02-03,Пример надо найти Итт считать Будем вот Отт вйт
